_id,DatGeracaoConjuntoDados,IdcSituacaoProjeto,DscCodProjeto,NomAgente,SigAgente,NumCPFCNPJ,DscChamPEDEstrategico,DscTituloProjeto,QtdMesesDuracaoPrevista,SigSegmentoSetorEletrico,SigTemaProjeto,SigFasInovacaoProjeto,SigTipoProdutoProjeto,VlrCustoTotalPrevisto,AnoCadastroPropostaProjeto,DatConclusaoProjeto,VlrCustoTotalAuditado
3190,2025-05-01,EM ATRASO,PD-05785-2131,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Maximização da Potência e Rendimento de Centrais Fotovoltaicas Conectadas à Rede Usando Rastreamento Solar, Concentradores Planos e Condicionamento Geotérmico",48,G,FA,DE,CM,761015,2018,,
3191,2025-05-01,EM ATRASO,PD-05785-4201,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Estratégias para substituição de transformadores de potência em subestações considerando risco de falha, fator de impacto para o sistema e análise monetária de acordo com panorama da concessionária",25,T,PL,DE,SW,1043595,2015,,
3192,2025-05-01,CANCELADO,PD-05785-2132,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Sistemas de baixo custo para simulação meteorológica na localização de parques eólicos,36,G,FA,PA,SM,613315,2012,,
3193,2025-05-01,EM ATRASO,PD-05785-2133,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de um software dinâmico para geração de cenários otimizados para a compra e venda de energia nos ambientes de comercialização (W2S2),36,G,PL,PA,SW,2031000,2012,,
3194,2025-05-01,CANCELADO,PD-05785-2134,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de Revestimentos Inteligentes (Smart Coatings) para Proteção à Corrosão e Aumento da Vida Útil de Condutos Forçados Metálicos,24,G,SC,PA,MS,582600,2012,,
3195,2025-05-01,CANCELADO,PD-05785-2102,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Gerador Hidrocinético,24,G,FA,DE,ME,3891450,2012,,
3196,2025-05-01,CANCELADO,PD-05785-2116,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Modelagem de Alta Resolução Aplicada a Estimativa de Vento na Camada Limite Planetária,48,G,FA,PA,CM,1590000,2012,,
3197,2025-05-01,CANCELADO,PD-05785-2129,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Controle da produção e estocagem dos gases da geração de energia elétrica para injeção na rede usando células a combustível visando maior rendimento,36,G,FA,DE,CM,673760,2012,,
3198,2025-05-01,CANCELADO,PD-05785-2130,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Sistema Para Simulação Meteorológica para Determinação Ótima da Localização de Parques Eólicos,18,G,PL,PA,SM,548340,2012,,
3199,2025-05-01,CANCELADO,PD-05785-2126,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,METODOLOGIA DE OTIMIZAÇÃO E AVALIAÇÃO DO FATOR DE CAPACIDADE NO PROJETO DE PARQUES EÓLICOS EMPREGANDO A DINÂMICA DOS FLUIDOS COMPUTACIONAL,24,G,FA,PA,CM,559270,2012,,
3200,2025-05-01,CANCELADO,PD-05785-2128,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Pesquisa aplicada à avaliação do Programa de Educação Ambiental da CEEE GT (PEAGT),12,G,MA,PA,CM,347700,2012,,
3201,2025-05-01,CANCELADO,PD-05785-2106,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,SISTEMA DE IDENTIFICAÇÃO DE CENÁRIOS ÓTIMOS PARA A CONVERSÃO DE ENERGIA EÓLICA E EÓLICA SUBMARINA NA REGIÃO SUL DO BRASIL,60,G,FA,PA,SM,360000,2012,,
3202,2025-05-01,EM ATRASO,PD-05785-2201,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de Cabeça de Série para Um Simulador Híbrido Utilizado na Parametrização de Relés,24,T,SC,CS,SM,1151598,2013,,
3203,2025-05-01,CANCELADO,PD-05785-1143,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Purificação de gás metano oriundo de biogás através de coluna de absorção de gás carbônico e adsorção de gás sulfídrico.,24,G,FA,DE,ME,683797,2011,,
3204,2025-05-01,CONCLUÍDO,PD-05785-1905,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Projeto e Desenvolvimento de um Carregador de Banco de Baterias para Emprego em Subestação de Energia Elétrica,42,T,SC,PA,ME,1098442,2019,2023-07-03,"962263,92"
3205,2025-05-01,CONCLUÍDO,PD-05785-1141,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Produção  Sustentável  de  Biometano  Para  a  Cogeração  de  Energia Elétrica e Calor ,24,G,FA,PA,CM,"920752,7",2018,2016-04-18,"427354,27"
3206,2025-05-01,EM ATRASO,PD-05785-1142,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Alternativa inovadora e/ou mais eficiente para purificação do gás metano oriundo de biogás, com vistas à geração de energia elétrica.",24,G,FA,DE,ME,524400,2018,,
3207,2025-05-01,EM ATRASO,PD-05785-2112,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Software Dinâmico de avaliação do potencial eólico para o Rio Grande do Sul,24,G,FA,PA,SW,659100,2018,,
3208,2025-05-01,CONCLUÍDO,PD-05785-1151,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de nanotecnologia para  tintas anti-incrustantes aplicadas ao combate do mexilhão dourado ,18,G,MA,DE,MS,367122,2018,2015-02-11,"363490,92"
3209,2025-05-01,CANCELADO,PD-05785-2104,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Central de Tratamento de Dejetos Suínos - Projeto de Demonstração de Tecnologia Sustentável,18,G,FA,DE,SM,"6826531,6",2018,,
3210,2025-05-01,EM ATRASO,PD-05785-2105,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de sistema de produção de Biocombustível para uso em frota cativa e geradores,24,G,FA,PA,MS,683420,2018,,
3211,2025-05-01,CONCLUÍDO,PD-05785-0953,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Uso integrado de células a combustível e eletrolisadores para geração de eletricidade, hidrogênio e calor para redução de picos de demanda",24,G,FA,DE,SM,"20056,32",2018,2015-07-17,"376452,42"
3212,2025-05-01,CONCLUÍDO,PD-05785-1902,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Desenvolvimento de uma Metodologia e Dispositivo para Avaliar o Desempenho de Disjuntores de Alta Tensão em Operação nas Subestações, Através de Técnica Não Invasiva.",58,T,OP,DE,ME,2684960,2019,2024-11-01,"1149657,78"
3213,2025-05-01,CONCLUÍDO,PD-05785-1903,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Pesquisa da eficiência de técnicas de redução de ruído em subestações urbanas visando o conforto da comunidade,12,T,MA,PA,CM,357000,2019,2021-08-13,"248312,87"
3214,2025-05-01,CONCLUÍDO,PD-05785-1904,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de Metodologia para realização de modelagem de subestações em 3 dimensões,12,T,MA,PA,CM,409500,2019,2021-08-13,"261968,74"
3215,2025-05-01,CONCLUÍDO,PD-05785-0910,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Geração Biológica de Energia Elétrica a partir de fontes alternativas,24,G,FA,PA,CM,"421410,36",2018,2014-03-25,"362656,64"
3216,2025-05-01,CONCLUÍDO,PD-05785-0926,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de uma Metodologia para Identificação em Tempo Real da Relação CausaEfeito de Grandes Desligamentos em Sistemas Elétricos de Potência com Ênfase na Redução do Tempo de Restabelecimento,24,T,SC,PA,SW,"444558,98",2018,2014-02-21,"432684,8"
3217,2025-05-01,EM ATRASO,PD-05785-4202,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Desenvolvimento de técnicas de mitigação de desarmes de proteção de linhas de transmissão, devido ao Sudden Flashover.",60,T,OP,PA,CM,1773862,2017,,
3218,2025-05-01,EM ATRASO,PD-05785-2117,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Otimização Estocástica Interativa para a Contratação de Energia Elétrica sob Múltiplos Cenários quanto às Condições de Oferta, Mercado e Riscos",24,G,PL,PA,SW,1877680,2018,,
3219,2025-05-01,CANCELADO,PD-05785-0014,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,014/2012,Rede de pesquisa em conversão energética de biogás no Parque Canoas de Inovação,36,G,FA,PA,ME,"5988471,62",2012,,
3220,2025-05-01,CONCLUÍDO,PD-05785-1003,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,A sustentabilidade energética e o desenvolvimento de municípios: geração de energia elétrica e renda,12,G,FA,PA,CM,699169,2011,2013-04-19,"668229,88"
3221,2025-05-01,CONCLUÍDO,PD-05785-1004,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de um sistema fotoquímico nanoestruturado para produção hidrogênio a partir da fotólise da água e sua inserção em uma célula a combustível para geração de energia elétrica,18,G,FA,PB,SM,"411235,2",2011,2014-12-12,"371823,17"
3222,2025-05-01,EM ATRASO,PD-05785-1006,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Usina Termelétrica Policombustível a Biomassa - UTEBIOS,18,G,GT,DE,SM,"1490864,8",2011,,"348486,01"
3223,2025-05-01,CANCELADO,PD-05785-1271,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Comportamento Estacas Submetidas a Carregamentos Horizontais Estáticos e Dinâmicos,24,T,OP,PA,CM,629937,2012,,
3224,2025-05-01,CANCELADO,PD-05785-2125,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento e avaliação de sistemas de proteção à corrosão em condutos forçados,36,G,OU,PA,MS,527100,2012,,
3225,2025-05-01,CANCELADO,PD-05785-2203,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Sistema Automatizado para Análise de Superação de Componentes de Subestações.,24,T,SE,DE,SW,944700,2012,,
3226,2025-05-01,CANCELADO,PD-05785-2205,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de metodologia inovadora para avaliação da superação de componentes de subestações do Sistema de Transmissão,24,T,SE,PA,CM,"578652,95",2012,,
3227,2025-05-01,CANCELADO,PD-05785-2207,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Metodologia inovadora para monitoramento e controle da capacitação de trabalhadores que desenvolvem trabalho em instalações elétricas e serviços com eletricidade.,24,T,SE,PA,CM,720200,2012,,
3228,2025-05-01,CANCELADO,PD-05785-2202,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de acessórios para utilização em condutores termorresistentes com núcleo de fibra de carbono,24,T,PL,PA,CD,872000,2012,,
3229,2025-05-01,CANCELADO,PD-05785-2208,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de métodos teórico-experimentais para a análise e projeto de amortecedores para cabos singelos e de espaçadores amortecedores para feixes de cabos de linhas de transmissão.,24,T,PL,DE,CD,1650750,2012,,
3230,2025-05-01,CARREGADO,PD-05785-3095,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,05785-3095/2023 - APERFEIÇOAMENTO E VALIDAÇÃO DE DISPOSITIVO ANTI POUSO (DAP) PARA TORRES DE TRANSMISSÃO DE ENERGIA,36,T,MA,DE,CD,3205200,2023,,
3231,2025-05-01,EM ATRASO,PD-05785-4101,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Protótipo de sistema de diagnóstico de hidrogeradores a partir do  monitoramento permanente e em tempo real de parâmetros da função geração,42,G,SC,DE,ME,2165478,2018,,
3232,2025-05-01,CANCELADO,PD-05785-1113,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,013/2011,INSERÇÃO DA GERAÇÃO SOLAR FOTOVOLTAICA URBANA CONECTADA À REDE EM PORTO ALEGRE,36,G,FA,PA,ME,"11041817,96",2018,,"3244029,79"
3233,2025-05-01,CONCLUÍDO,PD-05785-0905,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Estudo e desenvolvimento de técnicas para implementação de melhorias no sistema de aterramento elétrico de subestações visando aumentar a confiabilidade dos sistemas de telecomunicações.,24,T,SC,PA,CM,"402173,4",2018,2014-11-11,"342935,93"
3234,2025-05-01,CONCLUÍDO,PD-05785-0954,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Gerenciamento eficiente da geração distribuída de energia elétrica a partir de resíduos sólidos urbanos utilizando o potencial inovador das redes inteligentes de energia (Smart Grid),24,G,FA,PB,CM,"415445,18",2018,2014-12-12,"321784,81"
3235,2025-05-01,CONCLUÍDO,PD-05785-5202,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento e Aplicação de Sistema Integrado Inovador visando a Renovação do Parque de Transformadores da CEEE-GT - Fase II,36,T,PL,DE,SW,1300800,2016,2023-03-14,"1070596,81"
3236,2025-05-01,CONCLUÍDO,PD-05785-5201,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento e aplicação de controladores de chaves seccionadoras de alta tensão,30,T,QC,DE,CD,822900,2016,2021-08-13,"635460,31"
3237,2025-05-01,CONCLUÍDO,PD-05785-5203,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Desenvolvimento de uma Metodologia para Monitoramento e Controle de Vegetação Interferente com Linhas de Transmissão, Considerando os Riscos à Operação do Sistema Elétrico.",45,T,MA,PA,CM,1662460,2016,2023-03-14,"1188266,18"
3238,2025-05-01,EM ATRASO,PD-05785-2108,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Motovibrador Linear para auxílio de manobra em seccionadores - Implementação de cabeça de série,48,T,QC,CS,ME,737500,2021,,
3239,2025-05-01,EM ATRASO,PD-05785-2103,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de metodologia para definição do zoneamento da planície de inundação resultante da ruptura hipotética de barragens através de dados topobatimétricos e por métodos simplificados,41,G,GB,PA,CM,"2189748,5",2021,,
3240,2025-05-01,EM ATRASO,PD-05785-2115,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Identificação de pontos críticos suscetíveis à ocorrência de descargas parciais em estator de hidroalternador,24,G,QC,DE,SM,"1263193,84",2021,,
3241,2025-05-01,EM EXECUÇÃO,PD-05785-2119,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,"Ferramenta computacional para estudo, análise e diagnóstico de transitórios de alta frequência em transformadores de potência",47,T,OP,DE,SM,1975000,2021,,
3242,2025-05-01,EM ATRASO,PD-05785-2110,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Projeto Piloto para Monitoramento em Tempo Real da Intensidade de Campo Elétrico Associado ao Risco de Descargas Atmosféricas em Instalações de Alta Tensão da CEEE-GT,24,T,SC,DE,SM,"919176,63",2021,,
3243,2025-05-01,EM EXECUÇÃO,PD-05785-2107,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Desenvolvimento de metodologia para avaliação da degradação da isolação de transformadores de instrumentos e para-raios energizados por meio da medição ultrassônica de descargas parciais,48,T,SE,DE,CM,"1861196,05",2021,,
3244,2025-05-01,EM EXECUÇÃO,PD-05785-3096,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,DIAGNÓSTICO INOVADOR E AUTOMATIZADO DO ESTADO DE CADEIAS DE ISOLADORES E ESTRUTURAS DE TORRES DE TRANSMISSÃO DE ENERGIA ELÉTRICA ATRAVÉS DE AERONAVES REMOTAMENTE TRIPULADAS E INTELIGÊNCIA ARTIFICIAL,36,T,SC,PA,SM,"3087124,3",2023,,
3245,2025-05-01,EM EXECUÇÃO,PD-05785-2007,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Estudo de técnicas de blending para previsão de tempestades com descargas elétricas atmosféricas no setor de energia elétrica,55,T,OP,PA,CM,2127880,2024,,
3246,2025-05-01,EM ATRASO,PD-05785-2019,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,022/2018,Rota Elétrica Mercosul - Suporte ao Desenvolvimento e Gerenciamento para Mobilidade Inteligente,48,T,OU,CS,SM,14230360,2019,,
3247,2025-05-01,EM ATRASO,PD-05785-2018,CPFL TRANSMISSAO S.A.,CPFL Transmissão,92715812000131,,Rota Elétrica Mercosul - Suporte ao Desenvolvimento e Gerenciamento para Mobilidade Inteligente,48,T,OU,CS,SM,13772160,2019,,
3248,2025-05-01,CANCELADO,PD-05949-0111,ENERGETICA CAMACARI MURICY I S.A.,,08620421000127,,Sistema integrado para apoio à tomada de decisão no suporte a atividades de manutenção preditiva,36,G,GT,PA,SW,"912819,56",2011,,
3249,2025-05-01,CONCLUÍDO,PD-06072-0269,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Metodologia para Controle de Múltiplos Pivôs Centrais com um único Conjunto Motor-Bomba.,34,D,EE,PA,ME,"565900,01",2011,2015-06-03,449253
3250,2025-05-01,EM ATRASO,PD-06072-0239,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Simulador Digital de Sistemas Elétricos para Treinamento e Certificação dos Operadores da CELG D (239).,24,D,OP,PA,SW,"506683,68",2010,,
3251,2025-05-01,CONCLUÍDO,PD-06072-0218,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Sistema de monitoramento das variáveis ambientais para apoio à Programação de Serviços e Desligamentos do Sistema de Transmissão da CELG...,24,D,OP,PA,SM,683488,2010,2016-08-18,0
3252,2025-05-01,CONCLUÍDO,PD-06072-0657,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,"Projeto Prioritário de Eficiência Energética e Estratégico de PeD: Eficiência Energética e Minigeração no Instituto Federal de Educação, Ciência e Tecnologia de Goiás - IFG",51,D,OU,PA,CM,"64793,52",2017,2021-12-27,"1044359,06"
3253,2025-05-01,EM ATRASO,PD-06072-0656,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Eficiência Energética e Minigeração na Universidade Federal de Goiás - UFG,44,D,OU,PA,CM,"867098,8",2017,,
3254,2025-05-01,CONCLUÍDO,PD-06072-0423,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Metodologia de Análise e Adequação da Rede de Distribuição Quanto às Violações de Tensão Previstas no PRODIST - ANEEL.,51,D,QC,PA,SW,"866126,68",2016,2020-10-23,"906491,92"
3255,2025-05-01,CONCLUÍDO,PD-06072-0426,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Aprimoramento do Sistema de Controle e Monitoramento de Sistemas de Irrigação a Pivô Central visando Eficientização do Consumo de Energia e Água,48,D,EE,CS,ME,"1132698,6",2016,2020-01-31,"125750,85"
3256,2025-05-01,CONCLUÍDO,PD-06072-0406,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,"Desenvolvimento de infraestrutura de telecomunicações para viabilização técnica e econômica de aplicações de Redes Elétricas Inteligentes em áreas rurais, remotas e de difícil acesso",48,D,OP,DE,ME,"2122693,56",2016,2020-01-31,"913682,59"
3257,2025-05-01,CONCLUÍDO,PD-06072-0410,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,ANALISE ECONOMICA DA MELHORIA NOS INDICADORES DE CONTINUIDADE E CONFORMIDADE DA CELG: UMA APLICAÇÃO DE ECONOMETRIA ESPACIAL E MODELOS DE INTELIGÊNCIA COMPUTACIONAL,53,D,QC,DE,CM,"948278,16",2016,2020-11-20,"457130,14"
3258,2025-05-01,CONCLUÍDO,PD-06072-0433,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Plataforma GIS de Alta Performance para Processamento em Tempo Real de Grande Volume de Dados em Smart Grid,44,D,MF,PA,SW,"1817061,3",2016,2020-03-02,"597275,23"
3259,2025-05-01,CONCLUÍDO,PD-06072-0267,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Atenuador Inteligente de Perdas Técnicas e Regulação do Nível de Voltagem na Rede de Distribuição de Baixa Tensão utilizando a Compensação Magnética,24,D,QC,DE,ME,"1316946,78",2011,2016-09-02,0
3260,2025-05-01,CANCELADO,PD-06072-0279,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Avaliação qualitativa de posicionamento de rede baseado em imagens utilizando visão computacional.,24,D,OU,PA,CM,"814141,95",2011,,
3261,2025-05-01,EM ATRASO,PD-06072-0660,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Desenvolvimento de inversor hibrido para sistema de geração e armazenamento de energia,60,D,EE,CS,ME,4380000,2018,,
3262,2025-05-01,CONCLUÍDO,PD-06072-0662,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Sistema de Identificação Automática de Ativos por Inteligência Artificial e Visão Computacional,48,D,SC,DE,SW,"6582103,2",2018,2022-11-29,"3207809,47"
3263,2025-05-01,CANCELADO,PD-06072-0246,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Otimização dos padrões de redes rurais - adequados aos indicadores da empresa de referência da ANEEL,36,D,PL,PA,MS,"1549245,2",2011,,
3264,2025-05-01,CONCLUÍDO,PD-06072-0277,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Cabeça de Série da Sonda desenvolvida no Projeto n° 0406-010/2006: PROPOSTA DE PROCEDIMENTO PARA ANÁLISE DE PEDIDOS DE RESSARCIMENTO UTILIZANDO REGISTROS DE PERTUBAÇÕES,21,D,QC,CS,ME,"1481352,92",2011,2016-09-02,0
3265,2025-05-01,CONCLUÍDO,PD-06072-0276,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Desenvolvimento de Ambiente Multiagente e de cultura organizacional para a construção de agentes inteligentes: Uma metodologia de monitoramento do Cadastro Técnico georreferenciado.,33,D,OU,PA,CM,"137803,52",2011,2015-05-26,"871937,38"
3266,2025-05-01,EM EXECUÇÃO,PD-06072-0702,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Rede Elétrica Inteligente da Base Aérea de Anápolis,36,D,FA,DE,SM,"30795350,74",2023,,
3267,2025-05-01,CANCELADO,PD-06072-0664,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,022/2018,Desenvolvimento de Soluções em Mobilidade Elétrica Eficiente - Aplicação na Região Centro-Oeste,36,D,OU,LP,ME,33765656,2019,,
3268,2025-05-01,CONCLUÍDO,PD-06072-0420,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Análise Técnica da Iluminação LED em Instalações Elétricas de Baixa Tensão,42,D,EE,PA,CM,1331725,2016,2020-01-16,"148412,89"
3269,2025-05-01,CONCLUÍDO,PD-06072-0454,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Lote Pioneiro da Sonda desenvolvida nos Projetos: PD-6072-0277/2011 e PD-0406-010/2006: PROPOSTA DE PROCEDIMENTO PARA ANÁLISE DE PEDIDOS DE RESSARCIMENTO UTILIZANDO REGISTROS DE PERTURBAÇÕES.,60,D,QC,LP,ME,"2558218,44",2016,2021-06-22,"134269,69"
3270,2025-05-01,EM EXECUÇÃO,PD-06072-0703,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,"Impulsionando a Excelencia no Atendimento ao Cliente com a Mutualidade Inteligente de Dados atraves de Notas de Reclamacao, Disturbios na Rede de Distribuicao e Danos Eletricos como Catalisadores",24,D,OU,PA,SM,"5344743,2",2024,,
3271,2025-05-01,EM EXECUÇÃO,PD-06072-0663,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Scale-Up de Processos Produtivos para Módulos de Efeito Fotovoltaico Orgânicos com a Utilização de Polímeros Semicondutores Impressos,36,D,FA,LP,MS,14000000,2018,,
3272,2025-05-01,CARREGADO,PD-06072-0701,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Desenvolvimento de solucao inovadora para raiz de pas eolicas com risco de falha catastrofica e metodologia inteligente para avaliacao da performance,24,G,QC,DE,CD,"14768079,31",2023,,
3273,2025-05-01,CONCLUÍDO,PD-06072-0291,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Cabeça de Série da Sonda desenvolvida no Projeto n° 0406-010/2006: PROPOSTA DE PROCEDIMENTO PARA ANÁLISE DE PEDIDOS DE RESSARCIMENTO UTILIZANDO REGISTROS DE PERTUBAÇÕES,24,D,QC,CS,ME,"1481352,92",2015,2018-10-19,"1580249,18"
3274,2025-05-01,CONCLUÍDO,PD-06072-0289,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Atenuador Inteligente de Perdas Técnicas e Regulação do Nível de Voltagem na Rede de Distribuição de Baixa Tensão utilizando a Compensação Magnética,24,D,QC,DE,ME,"1173269,8",2015,2018-07-30,"1262915,16"
3275,2025-05-01,EM ATRASO,PD-06072-0290,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Desenvolvimento de metodologia para redução de custos na estimativa de vida à fadiga de cabos condutores de energia.,40,D,PL,PA,CM,130460,2015,,
3276,2025-05-01,CONCLUÍDO,PD-06072-0286,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Sistema de monitoramento das variáveis ambientais para apoio à operação do sistema de distribuição da CELG D..,24,D,OP,PA,SM,"2196725,46",2015,2018-08-07,"2162534,18"
3277,2025-05-01,CANCELADO,PD-06072-0221,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Metodologia para classificação em urbanos/rurais de unidades consumidoras e ativos físicos de redes mediante geração de poligonais de contorno da rede secundária (221),24,D,OU,PA,SW,552364,2009,,
3278,2025-05-01,CONCLUÍDO,PD-06072-0264,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,EQUATORIAL GO,01543032000104,,Veículo Aéreo Não Tripulado (VANT) como Ferramenta de Auxílio na Manutenção de Linhas de Transmissão,48,D,SC,PA,ME,"1388773,5",2011,2016-06-09,"1169918,86"
